Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Diego Farias,br BRA,FW,Cagliari,24,1990,29,20,"1,785",19.8,6,3,9,6,0,0,7,0,0.3,0.15,0.45,0.3,0.45,Matches
202,Alexander Farnerud,se SWE,MF,Torino,30,1984,22,15,"1,275",14.2,1,5,6,1,0,0,2,0,0.07,0.35,0.42,0.07,0.42,Matches
203,Francesco Fedato,it ITA,FW,Sampdoria,21,1992,1,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
204,Zouhair Feddal,ma MAR,"DF,MF",Parma,25,1989,13,12,"1,081",12,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
205,Zouhair Feddal,ma MAR,"DF,MF",Palermo,25,1989,7,7,625,6.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
206,Bruno Fernandes,pt POR,"FW,MF",Udinese,19,1994,31,16,"1,611",17.9,3,2,5,3,0,0,5,0,0.17,0.11,0.28,0.17,0.28,Matches
207,Matías Fernández,cl CHI,MF,Fiorentina,28,1986,29,23,"2,050",22.8,2,6,8,2,0,0,1,0,0.09,0.26,0.35,0.09,0.35,Matches
208,Fernandinho,br BRA,"FW,MF",Hellas Verona,28,1985,6,1,148,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
209,Giannis Fetfatzidis,gr GRE,MF,Genoa,23,1990,5,2,218,2.4,2,0,2,1,1,1,0,0,0.83,0,0.83,0.41,0.41,Matches
210,Giannis Fetfatzidis,gr GRE,MF,Chievo,23,1990,4,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
211,Gian Filippo Felicioli,it ITA,"DF,MF",Milan,16,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
212,Sergio Floccari,it ITA,FW,Sassuolo,32,1981,27,10,996,11.1,2,0,2,2,0,0,1,0,0.18,0,0.18,0.18,0.18,Matches
213,Alessandro Florenzi,it ITA,"DF,FW",Roma,23,1991,35,24,"2,298",25.5,5,4,9,4,1,1,9,0,0.2,0.16,0.35,0.16,0.31,Matches
214,Antonio Floro Flores,it ITA,FW,Sassuolo,31,1983,29,11,"1,110",12.3,2,1,3,2,0,0,4,0,0.16,0.08,0.24,0.16,0.24,Matches
215,Leonardo Fontanesi,it ITA,DF,Sassuolo,18,1996,3,3,246,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
216,Edimar Fraga,br BRA,"DF,MF",Chievo,28,1986,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
217,Nicolas Frey,fr FRA,DF,Chievo,30,1984,31,31,"2,645",29.4,0,1,1,0,0,0,6,0,0,0.03,0.03,0,0.03,Matches
218,Giorgio Frezzolini,it ITA,GK,Atalanta,38,1976,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
219,Manolo Gabbiadini,it ITA,FW,Sampdoria,22,1991,13,11,975,10.8,7,2,9,7,0,0,4,0,0.65,0.18,0.83,0.65,0.83,Matches
220,Manolo Gabbiadini,it ITA,FW,Napoli,22,1991,20,8,862,9.6,8,1,9,8,0,0,1,0,0.84,0.1,0.94,0.84,0.94,Matches
221,Daniele Galloppa,it ITA,MF,Parma,29,1985,17,8,711,7.9,0,1,1,0,0,0,6,1,0,0.13,0.13,0,0.13,Matches
222,Alessandro Gamberini,it ITA,DF,Chievo,32,1981,20,15,"1,405",15.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
223,Walter Gargano,uy URU,MF,Napoli,30,1984,24,17,"1,495",16.6,0,1,1,0,0,0,6,0,0,0.06,0.06,0,0.06,Matches
224,Luca Garritano,it ITA,"FW,MF",Cesena,20,1994,6,1,114,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
225,Daniele Gastaldello,it ITA,DF,Sampdoria,31,1983,14,13,"1,185",13.2,2,0,2,2,0,0,3,0,0.15,0,0.15,0.15,0.15,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Alessandro Gazzi,it ITA,MF,Torino,31,1983,30,27,"2,404",26.7,0,0,0,0,0,0,13,0,0,0,0,0,0,Matches
227,Marcello Gazzola,it ITA,DF,Sassuolo,29,1985,18,14,"1,457",16.2,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
228,Alexandre Geijo,es ESP,FW,Udinese,32,1982,13,5,393,4.4,1,0,1,1,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
229,Santiago Gentiletti,ar ARG,DF,Lazio,29,1985,5,5,414,4.6,1,0,1,1,0,0,1,0,0.22,0,0.22,0.22,0.22,Matches
230,Gervinho,ci CIV,"FW,MF",Roma,27,1987,24,21,"1,897",21.1,2,4,6,2,0,0,1,0,0.09,0.19,0.28,0.09,0.28,Matches
231,Abdelkader Ghezzal,dz ALG,FW,Parma,29,1984,19,10,"1,082",12,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
232,Faouzi Ghoulam,dz ALG,DF,Napoli,23,1991,21,20,"1,756",19.5,0,2,2,0,0,0,7,1,0,0.1,0.1,0,0.1,Matches
233,Alberto Gilardino,it ITA,FW,Fiorentina,32,1982,14,8,802,8.9,4,0,4,4,0,0,0,0,0.45,0,0.45,0.45,0.45,Matches
234,Jean-François Gillet,be BEL,GK,Torino,35,1979,12,12,"1,080",12,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
235,Marco van Ginkel,nl NED,MF,Milan,21,1992,17,16,"1,307",14.5,1,1,2,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,Matches
236,Luigi Giorgi,it ITA,MF,Cesena,27,1987,27,24,"2,070",23,0,2,2,0,0,0,9,0,0,0.09,0.09,0,0.09,Matches
237,Sebastian Giovinco,it ITA,"FW,MF",Juventus,27,1987,7,2,192,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
238,Kamil Glik,pl POL,"DF,MF",Torino,26,1988,32,31,"2,792",31,7,0,7,7,0,0,7,0,0.23,0,0.23,0.23,0.23,Matches
239,Assane Gnoukouri,ci CIV,MF,Inter,17,1996,5,2,167,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
240,Massimo Gobbi,it ITA,"DF,MF",Parma,33,1980,33,30,"2,743",30.5,0,3,3,0,0,0,10,0,0,0.1,0.1,0,0.1,Matches
241,Pierluigi Gollini,it ITA,GK,Hellas Verona,19,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
242,Mario Gómez,de GER,FW,Fiorentina,29,1985,20,16,"1,395",15.5,4,2,6,4,0,1,3,0,0.26,0.13,0.39,0.26,0.39,Matches
243,Papu Gómez,ar ARG,"FW,MF",Atalanta,26,1988,24,18,"1,496",16.6,3,2,5,3,0,0,1,1,0.18,0.12,0.3,0.18,0.3,Matches
244,Alejandro González,uy URU,DF,Hellas Verona,26,1988,5,3,335,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
245,Alejandro González,uy URU,DF,Cagliari,26,1988,7,6,460,5.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
246,Álvaro González,uy URU,MF,Torino,29,1984,4,1,134,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
247,Álvaro González,uy URU,MF,Lazio,29,1984,4,2,222,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
248,Giancarlo González,cr CRC,DF,Palermo,26,1988,28,28,"2,489",27.7,1,0,1,1,0,0,6,0,0.04,0,0.04,0.04,0.04,Matches
249,Alberto Grassi,it ITA,MF,Atalanta,19,1995,3,2,202,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
250,Leandro Greco,it ITA,MF,Hellas Verona,28,1986,18,13,"1,237",13.7,0,1,1,0,0,0,5,0,0,0.07,0.07,0,0.07,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Leandro Greco,it ITA,MF,Genoa,28,1986,7,3,388,4.3,0,1,1,0,0,0,3,0,0,0.23,0.23,0,0.23,Matches
252,Tiberio Guarente,it ITA,MF,Empoli,28,1985,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
253,Fredy Guarín,co COL,MF,Inter,28,1986,28,25,"2,206",24.5,6,7,13,6,0,0,5,0,0.24,0.29,0.53,0.24,0.53,Matches
254,Guilherme,br BRA,MF,Udinese,23,1991,34,32,"2,719",30.2,0,3,3,0,0,0,5,1,0,0.1,0.1,0,0.1,Matches
255,Jonathan de Guzmán,nl NED,MF,Napoli,26,1987,23,12,"1,184",13.2,3,1,4,3,0,0,1,0,0.23,0.08,0.3,0.23,0.3,Matches
256,Melker Hallberg,se SWE,MF,Udinese,18,1995,4,2,200,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
257,Emil Hallfreðsson,is ISL,"FW,MF",Hellas Verona,30,1984,28,26,"2,101",23.3,1,9,10,1,0,0,8,1,0.04,0.39,0.43,0.04,0.43,Matches
258,Mounir El Hamdaoui,ma MAR,FW,Fiorentina,30,1984,3,0,41,0.5,1,0,1,1,0,0,1,0,2.2,0,2.2,2.2,2.2,Matches
259,Marek Hamšík,sk SVK,MF,Napoli,27,1987,35,28,"2,304",25.6,7,10,17,7,0,0,1,0,0.27,0.39,0.66,0.27,0.66,Matches
260,Samir Handanović,si SVN,GK,Inter,30,1984,37,37,"3,330",37,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
261,Lukáš Haraslín,sk SVK,"FW,MF",Parma,18,1996,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
262,Henrique,br BRA,DF,Napoli,27,1986,11,9,819,9.1,0,1,1,0,0,0,3,1,0,0.11,0.11,0,0.11,Matches
263,Hernanes,br BRA,MF,Inter,29,1985,26,17,"1,632",18.1,5,4,9,5,0,0,6,0,0.28,0.22,0.5,0.28,0.5,Matches
264,Përparim Hetemaj,fi FIN,MF,Chievo,27,1986,32,31,"2,633",29.3,0,1,1,0,0,0,10,0,0,0.03,0.03,0,0.03,Matches
265,Thomas Heurtaux,fr FRA,DF,Udinese,26,1988,26,24,"2,162",24,1,1,2,1,0,0,5,1,0.04,0.04,0.08,0.04,0.08,Matches
266,Gonzalo Higuaín,ar ARG,"FW,MF",Napoli,26,1987,37,31,"2,774",30.8,18,7,25,15,3,7,5,0,0.58,0.23,0.81,0.49,0.71,Matches
267,José Holebas,gr GRE,"DF,MF",Roma,30,1984,24,23,"2,055",22.8,1,2,3,1,0,0,5,0,0.04,0.09,0.13,0.04,0.13,Matches
268,Keisuke Honda,jp JPN,"FW,MF",Milan,28,1986,29,26,"2,149",23.9,6,4,10,6,0,0,3,0,0.25,0.17,0.42,0.25,0.42,Matches
269,Josef Hušbauer,cz CZE,MF,Cagliari,24,1990,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
270,Elseid Hysaj,al ALB,DF,Empoli,20,1994,36,33,"3,024",33.6,0,2,2,0,0,0,4,0,0,0.06,0.06,0,0.06,Matches
271,Alessandro Iacobucci,it ITA,GK,Parma,23,1991,7,5,499,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
272,Víctor Ibarbo,co COL,"FW,MF",Cagliari,24,1990,13,12,"1,053",11.7,2,2,4,2,0,0,4,1,0.17,0.17,0.34,0.17,0.34,Matches
273,Víctor Ibarbo,co COL,"FW,MF",Roma,24,1990,10,6,574,6.4,0,1,1,0,0,0,1,0,0,0.16,0.16,0,0.16,Matches
274,Mauro Icardi,ar ARG,FW,Inter,21,1993,36,33,"2,895",32.2,22,6,28,18,4,5,4,0,0.68,0.19,0.87,0.56,0.75,Matches
275,Salvador Ichazo,uy URU,GK,Torino,22,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Josip Iličić,si SVN,"FW,MF",Fiorentina,26,1988,25,17,"1,521",16.9,8,3,11,7,1,1,6,0,0.47,0.18,0.65,0.41,0.59,Matches
277,Gökhan Inler,ch SUI,MF,Napoli,30,1984,19,16,"1,361",15.1,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
278,Lorenzo Insigne,it ITA,"FW,MF",Napoli,23,1991,20,13,"1,064",11.8,2,3,5,2,0,1,0,0,0.17,0.25,0.42,0.17,0.42,Matches
279,Artur Ioniță,md MDA,MF,Hellas Verona,23,1990,18,13,"1,150",12.8,2,1,3,2,0,0,4,0,0.16,0.08,0.23,0.16,0.23,Matches
280,Juan Iturbe,py PAR,"FW,MF",Roma,21,1993,27,17,"1,378",15.3,2,1,3,2,0,0,4,0,0.13,0.07,0.2,0.13,0.2,Matches
281,Armando Izzo,it ITA,DF,Genoa,22,1992,20,11,"1,085",12.1,1,0,1,1,0,0,2,1,0.08,0,0.08,0.08,0.08,Matches
282,Mato Jajalo,ba BIH,MF,Palermo,26,1988,16,14,"1,120",12.4,1,1,2,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches
283,Boško Janković,rs SRB,MF,Hellas Verona,30,1984,18,17,"1,247",13.9,1,2,3,1,0,0,4,0,0.07,0.14,0.22,0.07,0.22,Matches
284,Pontus Jansson,se SWE,DF,Torino,23,1991,9,7,628,7,0,0,0,0,0,1,2,1,0,0,0,0,0,Matches
285,Juan Jesus,br BRA,DF,Inter,23,1991,32,32,"2,847",31.6,0,0,0,0,0,0,14,0,0,0,0,0,0,Matches
286,Joaquín,es ESP,"FW,MF",Fiorentina,33,1981,23,14,"1,420",15.8,2,3,5,2,0,0,1,0,0.13,0.19,0.32,0.13,0.32,Matches
287,Nigel de Jong,nl NED,MF,Milan,29,1984,29,29,"2,594",28.8,3,0,3,3,0,0,11,0,0.1,0,0.1,0.1,0.1,Matches
288,Jorginho,it ITA,MF,Napoli,22,1991,23,14,"1,285",14.3,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
289,Cristóbal Jorquera,cl CHI,"FW,MF",Parma,25,1988,17,14,"1,193",13.3,1,2,3,1,0,0,5,0,0.08,0.15,0.23,0.08,0.23,Matches
290,Juanito,ar ARG,FW,Hellas Verona,29,1985,26,20,"1,783",19.8,6,3,9,6,0,0,7,0,0.3,0.15,0.45,0.3,0.45,Matches
291,Mariano Julio Izco,ar ARG,MF,Chievo,31,1983,28,28,"2,497",27.7,2,2,4,2,0,0,3,0,0.07,0.07,0.14,0.07,0.14,Matches
292,Omar El Kaddouri,ma MAR,MF,Torino,23,1990,32,25,"2,304",25.6,3,4,7,3,0,1,9,0,0.12,0.16,0.27,0.12,0.27,Matches
293,Orestis Karnezis,gr GRE,GK,Udinese,29,1985,37,37,"3,267",36.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
294,Seydou Keita,ml MLI,MF,Roma,34,1980,26,18,"1,730",19.2,2,1,3,2,0,0,3,1,0.1,0.05,0.16,0.1,0.16,Matches
295,Miroslav Klose,de GER,FW,Lazio,36,1978,34,21,"1,833",20.4,13,5,18,13,0,0,5,0,0.64,0.25,0.88,0.64,0.88,Matches
296,Panagiotis Kone,gr GRE,MF,Udinese,27,1987,28,20,"1,670",18.6,1,3,4,1,0,0,9,1,0.05,0.16,0.22,0.05,0.22,Matches
297,Abdoulay Konko,fr FRA,"DF,MF",Lazio,30,1984,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
298,Kalidou Koulibaly,sn SEN,DF,Napoli,23,1991,27,27,"2,425",26.9,1,0,1,1,0,0,9,1,0.04,0,0.04,0.04,0.04,Matches
299,Mateo Kovačić,hr CRO,MF,Inter,20,1994,35,26,"2,461",27.3,5,4,9,5,0,0,3,1,0.18,0.15,0.33,0.18,0.33,Matches
300,Luka Krajnc,si SVN,DF,Cesena,19,1994,22,20,"1,831",20.3,0,1,1,0,0,0,3,0,0,0.05,0.05,0,0.05,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Rene Krhin,si SVN,"FW,MF",Inter,24,1990,3,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
302,Nenad Krstičić,rs SRB,MF,Sampdoria,24,1990,12,2,281,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
303,Juraj Kucka,sk SVK,MF,Genoa,27,1987,34,19,"1,873",20.8,2,0,2,2,0,0,5,0,0.1,0,0.1,0.1,0.1,Matches
304,Jasmin Kurtić,si SVN,MF,Fiorentina,25,1989,21,15,"1,345",14.9,1,2,3,1,0,0,4,1,0.07,0.13,0.2,0.07,0.2,Matches
305,Zdravko Kuzmanović,rs SRB,MF,Inter,26,1987,14,10,860,9.6,0,1,1,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches
306,Antonino La Gumina,it ITA,FW,Palermo,18,1996,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
307,Eugenio Lamanna,it ITA,GK,Genoa,24,1989,8,6,640,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
308,Danilo Larangeira,br BRA,DF,Udinese,30,1984,37,37,"3,330",37,2,0,2,2,0,0,7,0,0.05,0,0.05,0.05,0.05,Matches
309,Marcelo Larrondo,cl CHI,FW,Torino,25,1988,5,3,279,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,Matches
310,Vincent Laurini,fr FRA,DF,Empoli,25,1989,15,14,"1,057",11.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
311,Diego Laxalt,uy URU,"DF,MF",Genoa,21,1993,8,1,218,2.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
312,Diego Laxalt,uy URU,"DF,MF",Empoli,21,1993,4,0,96,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
313,Achraf Lazaar,ma MAR,"DF,MF",Palermo,22,1992,29,27,"2,171",24.1,2,3,5,2,0,0,2,0,0.08,0.12,0.21,0.08,0.21,Matches
314,Dejan Lazarević,si SVN,MF,Chievo,24,1990,8,2,259,2.9,1,1,2,1,0,0,0,0,0.35,0.35,0.69,0.35,0.69,Matches
315,Dejan Lazarević,si SVN,MF,Sassuolo,24,1990,10,4,366,4.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
316,Andrea Lazzari,it ITA,MF,Fiorentina,29,1984,3,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
317,Nicola Leali,it ITA,GK,Cesena,21,1993,28,28,"2,460",27.3,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
318,Cristian Ledesma,it ITA,MF,Lazio,31,1982,13,7,636,7.1,0,3,3,0,0,0,3,0,0,0.42,0.42,0,0.42,Matches
319,Facundo Lescano,ar ARG,FW,Torino,17,1996,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
320,Maxime Lestienne,be BEL,"FW,MF",Genoa,22,1992,23,10,992,11,1,2,3,1,0,0,2,0,0.09,0.18,0.27,0.09,0.27,Matches
321,Stephan Lichtsteiner,ch SUI,"DF,MF",Juventus,30,1984,32,26,"2,450",27.2,3,5,8,3,0,0,9,1,0.11,0.18,0.29,0.11,0.29,Matches
322,Andi Lila,al ALB,"DF,MF",Parma,28,1986,13,9,717,8,2,0,2,2,0,0,5,0,0.25,0,0.25,0.25,0.25,Matches
323,Adem Ljajić,rs SRB,"FW,MF",Roma,22,1991,32,23,"2,016",22.4,8,2,10,7,1,2,2,0,0.36,0.09,0.45,0.31,0.4,Matches
324,Fernando Llorente,es ESP,FW,Juventus,29,1985,31,25,"1,947",21.6,7,1,8,7,0,0,0,0,0.32,0.05,0.37,0.32,0.37,Matches
325,Francesco Lodi,it ITA,MF,Parma,30,1984,23,20,"1,634",18.2,2,1,3,2,0,0,3,0,0.11,0.06,0.17,0.11,0.17,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,Alessandro Longhi,it ITA,DF,Sassuolo,25,1989,19,17,"1,445",16.1,0,1,1,0,0,0,2,0,0,0.06,0.06,0,0.06,Matches
327,Samuele Longo,it ITA,FW,Cagliari,22,1992,27,9,"1,077",12,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
328,David López,es ESP,"DF,MF",Napoli,24,1989,32,29,"2,595",28.8,1,1,2,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,Matches
329,Diego López,es ESP,GK,Milan,32,1981,28,28,"2,514",27.9,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
330,Maxi López,ar ARG,FW,Torino,30,1984,18,8,933,10.4,8,2,10,8,0,0,2,0,0.77,0.19,0.96,0.77,0.96,Matches
331,Maxi López,ar ARG,FW,Chievo,30,1984,13,7,658,7.3,1,0,1,1,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches
332,Nicolás López,uy URU,"FW,MF",Hellas Verona,20,1993,24,10,983,10.9,5,2,7,5,0,0,3,0,0.46,0.18,0.64,0.46,0.64,Matches
333,Alessandro Lucarelli,it ITA,DF,Parma,37,1977,28,28,"2,466",27.4,1,1,2,1,0,0,13,1,0.04,0.04,0.07,0.04,0.07,Matches
334,Stefano Lucchini,it ITA,DF,Cesena,33,1980,28,26,"2,199",24.4,1,0,1,1,0,0,10,0,0.04,0,0.04,0.04,0.04,Matches
335,Senad Lulić,ba BIH,"DF,MF",Lazio,28,1986,25,22,"1,842",20.5,3,7,10,3,0,0,7,0,0.15,0.34,0.49,0.15,0.49,Matches
336,Sebastiano Luperto,it ITA,DF,Napoli,17,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
337,Paul-Jose M'Poku,cd COD,"FW,MF",Cagliari,22,1992,16,14,"1,242",13.8,3,2,5,3,0,0,4,0,0.22,0.14,0.36,0.22,0.36,Matches
338,Yann M'Vila,fr FRA,MF,Inter,24,1990,8,3,247,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
339,Massimo Maccarone,it ITA,FW,Empoli,34,1979,34,30,"2,476",27.5,10,7,17,9,1,1,4,0,0.36,0.25,0.62,0.33,0.58,Matches
340,Christian Maggio,it ITA,"DF,MF",Napoli,32,1982,29,29,"2,577",28.6,0,1,1,0,0,0,8,1,0,0.03,0.03,0,0.03,Matches
341,Francesco Magnanelli,it ITA,MF,Sassuolo,29,1984,29,28,"2,490",27.7,1,2,3,1,0,0,11,0,0.04,0.07,0.11,0.04,0.11,Matches
342,Hörður Magnússon,is ISL,DF,Cesena,21,1993,12,12,994,11,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
343,Simon Makienok,dk DEN,FW,Palermo,23,1990,4,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
344,Nikola Maksimović,rs SRB,DF,Torino,22,1991,27,27,"2,398",26.6,0,2,2,0,0,0,4,0,0,0.08,0.08,0,0.08,Matches
345,Rolando Mandragora,it ITA,MF,Genoa,17,1997,5,2,134,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
346,Thomas Mangani,fr FRA,MF,Chievo,27,1987,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
347,Kostas Manolas,gr GRE,DF,Roma,23,1991,30,30,"2,609",29,0,0,0,0,0,0,5,2,0,0,0,0,0,Matches
348,Juan Manuel Vargas,pe PER,"DF,MF",Fiorentina,30,1983,19,8,824,9.2,1,0,1,1,0,0,2,0,0.11,0,0.11,0.11,0.11,Matches
349,Giovanni Marchese,it ITA,DF,Genoa,29,1984,11,10,847,9.4,1,1,2,1,0,0,2,0,0.11,0.11,0.21,0.11,0.21,Matches
350,Federico Marchetti,it ITA,GK,Lazio,31,1983,30,30,"2,610",29,0,0,0,0,0,0,6,2,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
351,Marco Marchionni,it ITA,MF,Sampdoria,34,1980,1,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
352,Claudio Marchisio,it ITA,MF,Juventus,28,1986,35,33,"2,860",31.8,3,6,9,2,1,1,9,0,0.09,0.19,0.28,0.06,0.25,Matches
353,Enzo Maresca,it ITA,MF,Palermo,34,1980,19,14,"1,177",13.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
354,José María Basanta,ar ARG,DF,Fiorentina,30,1984,24,23,"2,080",23.1,2,0,2,2,0,0,3,0,0.09,0,0.09,0.09,0.09,Matches
355,McDonald Mariga,ke KEN,MF,Parma,27,1987,9,4,392,4.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
356,Guido Marilungo,it ITA,FW,Cesena,24,1989,8,8,720,8,1,0,1,1,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
357,Rafael Marques,br BRA,DF,Hellas Verona,30,1983,18,14,"1,258",14,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
358,Rafael Márquez,mx MEX,"DF,MF",Hellas Verona,35,1979,26,26,"2,216",24.6,0,2,2,0,0,0,6,3,0,0.08,0.08,0,0.08,Matches
359,Ivan Martić,hr CRO,"DF,MF",Hellas Verona,23,1990,16,13,"1,022",11.4,0,1,1,0,0,0,3,0,0,0.09,0.09,0,0.09,Matches
360,Josef Martínez,ve VEN,FW,Torino,21,1993,26,20,"1,542",17.1,3,1,4,3,0,0,0,0,0.18,0.06,0.23,0.18,0.23,Matches
361,Andrea Masiello,it ITA,DF,Atalanta,28,1986,14,12,"1,106",12.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
362,Salvatore Masiello,it ITA,"DF,MF",Torino,32,1982,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
363,Alessandro Mastalli,it ITA,MF,Milan,18,1996,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
364,Alessandro Matri,it ITA,FW,Genoa,29,1984,16,12,"1,030",11.4,7,5,12,7,0,1,2,0,0.61,0.44,1.05,0.61,1.05,Matches
365,Alessandro Matri,it ITA,FW,Juventus,29,1984,5,4,321,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
366,Federico Mattiello,it ITA,"DF,MF",Chievo,19,1995,3,2,133,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
367,Federico Mattiello,it ITA,"DF,MF",Juventus,19,1995,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
368,José Mauri,it ITA,MF,Parma,18,1996,33,29,"2,543",28.3,2,1,3,2,0,0,6,0,0.07,0.04,0.11,0.07,0.11,Matches
