Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
29,Kwadwo Asamoah,gh GHA,"DF,MF",Juventus,25,1988,7,7,620,6.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
30,Davide Astori,it ITA,DF,Roma,27,1987,24,22,"2,040",22.7,1,0,1,1,0,0,10,0,0.04,0,0.04,0.04,0.04,Matches
31,Danilo Avelar,br BRA,"DF,MF",Cagliari,25,1989,31,29,"2,636",29.3,4,3,7,1,3,4,11,1,0.14,0.1,0.24,0.03,0.14,Matches
32,Vlada Avramov,rs SRB,GK,Atalanta,35,1979,1,1,56,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
33,Khouma Babacar,sn SEN,FW,Fiorentina,21,1993,20,14,"1,146",12.7,7,2,9,7,0,1,2,0,0.55,0.16,0.71,0.55,0.71,Matches
34,Milan Badelj,hr CRO,MF,Fiorentina,25,1989,21,18,"1,546",17.2,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,Matches
35,Ricardo Bagadur,hr CRO,DF,Fiorentina,18,1995,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
36,Keita Baldé,sn SEN,"FW,MF",Lazio,19,1995,23,6,797,8.9,1,0,1,1,0,0,3,0,0.11,0,0.11,0.11,0.11,Matches
37,Antonio Balzano,it ITA,DF,Cagliari,28,1986,25,21,"1,997",22.2,0,2,2,0,0,0,6,0,0,0.09,0.09,0,0.09,Matches
38,Federico Balzaretti,it ITA,DF,Roma,32,1981,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
39,Sol Bamba,ci CIV,DF,Palermo,29,1985,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
40,Federico Barba,it ITA,DF,Empoli,20,1993,18,12,"1,275",14.2,2,1,3,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21,Matches
41,Francesco Bardi,it ITA,GK,Chievo,22,1992,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
42,Nicolò Barella,it ITA,MF,Cagliari,17,1997,3,1,131,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
43,Édgar Barreto,py PAR,MF,Palermo,30,1984,24,24,"2,025",22.5,2,5,7,2,0,0,4,2,0.09,0.22,0.31,0.09,0.31,Matches
44,Andrea Barzagli,it ITA,DF,Juventus,33,1981,10,9,770,8.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
45,Daniele Baselli,it ITA,MF,Atalanta,22,1992,22,15,"1,281",14.2,2,2,4,2,0,0,6,0,0.14,0.14,0.28,0.14,0.28,Matches
46,Migjen Basha,al ALB,MF,Torino,27,1987,6,1,156,1.7,1,0,1,1,0,0,1,1,0.58,0,0.58,0.58,0.58,Matches
47,Davide Bassi,it ITA,GK,Empoli,29,1985,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
48,Dušan Basta,rs SRB,"DF,MF",Lazio,29,1984,27,27,"2,381",26.5,0,2,2,0,0,0,5,0,0,0.08,0.08,0,0.08,Matches
49,Ishak Belfodil,dz ALG,"FW,MF",Parma,22,1992,23,13,"1,366",15.2,1,2,3,1,0,0,4,0,0.07,0.13,0.2,0.07,0.2,Matches
50,Gianpaolo Bellini,it ITA,DF,Atalanta,34,1980,15,15,"1,278",14.2,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Nicola Bellomo,it ITA,MF,Chievo,23,1991,5,0,83,0.9,0,1,1,0,0,0,0,0,0,1.08,1.08,0,1.08,Matches
52,Nicola Belmonte,it ITA,DF,Udinese,27,1987,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
53,Andrea Belotti,it ITA,FW,Palermo,20,1993,38,9,"1,363",15.1,6,1,7,5,1,2,3,0,0.4,0.07,0.46,0.33,0.4,Matches
54,Yohan Benalouane,tn TUN,DF,Atalanta,27,1987,27,25,"2,189",24.3,1,0,1,1,0,0,13,1,0.04,0,0.04,0.04,0.04,Matches
55,Marco Benassi,it ITA,MF,Torino,19,1994,25,17,"1,356",15.1,3,2,5,3,0,0,8,0,0.2,0.13,0.33,0.2,0.33,Matches
56,Simone Benedetti,it ITA,DF,Cagliari,22,1992,5,4,326,3.6,0,1,1,0,0,0,2,0,0,0.28,0.28,0,0.28,Matches
57,Accursio Bentivegna,it ITA,FW,Palermo,18,1996,3,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
58,Francesco Benussi,it ITA,GK,Hellas Verona,32,1981,16,15,"1,423",15.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
59,Domenico Berardi,it ITA,"FW,MF",Sassuolo,19,1994,32,32,"2,662",29.6,15,10,25,9,6,7,13,1,0.51,0.34,0.85,0.3,0.64,Matches
60,Zakarya Bergdich,ma MAR,"DF,MF",Genoa,25,1989,11,9,747,8.3,0,2,2,0,0,0,0,0,0,0.24,0.24,0,0.24,Matches
61,Gonzalo Bergessio,ar ARG,FW,Sampdoria,30,1984,23,7,752,8.4,1,1,2,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,Matches
62,Etrit Berisha,al ALB,GK,Lazio,25,1989,10,8,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
63,Federico Bernardeschi,it ITA,"DF,FW",Fiorentina,20,1994,7,1,217,2.4,1,2,3,1,0,0,2,0,0.41,0.83,1.24,0.41,1.24,Matches
64,Andrea Bertolacci,it ITA,MF,Genoa,23,1991,34,31,"2,662",29.6,6,7,13,6,0,0,10,0,0.2,0.24,0.44,0.2,0.44,Matches
65,Jonathan Biabiany,fr FRA,"FW,MF",Parma,26,1988,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
66,Matteo Bianchetti,it ITA,DF,Empoli,21,1993,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
67,Rolando Bianchi,it ITA,FW,Atalanta,31,1983,21,3,602,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
68,Paolo Bianco,it ITA,DF,Sassuolo,36,1977,3,1,132,1.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
69,Giuseppe Biava,it ITA,DF,Atalanta,37,1977,18,18,"1,539",17.1,2,0,2,2,0,0,5,1,0.12,0,0.12,0.12,0.12,Matches
70,Soufiane Bidaoui,ma MAR,"FW,MF",Parma,24,1990,4,1,134,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
71,Lucas Biglia,ar ARG,MF,Lazio,28,1986,27,27,"2,321",25.8,3,2,5,2,1,2,6,0,0.12,0.08,0.19,0.08,0.16,Matches
72,Davide Biondini,it ITA,MF,Sassuolo,31,1983,28,17,"1,742",19.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
73,Cristiano Biraghi,it ITA,"DF,MF",Chievo,21,1992,18,13,"1,306",14.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
74,Valter Birsa,si SVN,"FW,MF",Chievo,27,1986,35,30,"2,268",25.2,0,1,1,0,0,0,4,0,0,0.04,0.04,0,0.04,Matches
75,Albano Bizzarri,ar ARG,GK,Chievo,36,1977,28,28,"2,520",28,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Richmond Boakye,gh GHA,FW,Atalanta,21,1993,19,8,785,8.7,3,0,3,3,0,0,3,1,0.34,0,0.34,0.34,0.34,Matches
77,Salvatore Bocchetti,it ITA,DF,Milan,27,1986,9,6,632,7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
78,Francesco Bolzoni,it ITA,MF,Palermo,25,1989,23,12,"1,093",12.1,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
79,Giacomo Bonaventura,it ITA,MF,Atalanta,24,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
80,Giacomo Bonaventura,it ITA,MF,Milan,24,1989,33,28,"2,574",28.6,7,4,11,7,0,0,4,1,0.24,0.14,0.38,0.24,0.38,Matches
81,Federico Bonazzoli,it ITA,FW,Inter,17,1997,4,0,48,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
82,Daniele Bonera,it ITA,DF,Milan,33,1981,16,13,"1,116",12.4,0,0,0,0,0,0,4,2,0,0,0,0,0,Matches
83,Leonardo Bonucci,it ITA,DF,Juventus,27,1987,34,33,"3,015",33.5,3,0,3,3,0,0,8,0,0.09,0,0.09,0.09,0.09,Matches
84,Marco Borriello,it ITA,FW,Genoa,32,1982,8,3,262,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
85,Rubén Botta,ar ARG,"FW,MF",Chievo,24,1990,21,5,867,9.6,0,1,1,0,0,0,5,1,0,0.1,0.1,0,0.1,Matches
86,Cesare Bovo,it ITA,DF,Torino,31,1983,15,14,"1,270",14.1,0,1,1,0,0,0,4,0,0,0.07,0.07,0,0.07,Matches
87,Edson Braafheid,nl NED,DF,Lazio,31,1983,16,12,"1,024",11.4,0,1,1,0,0,0,1,0,0,0.09,0.09,0,0.09,Matches
88,Walter Bressan,it ITA,GK,Cesena,33,1981,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
89,Franco Brienza,it ITA,"FW,MF",Cesena,35,1979,30,29,"2,498",27.8,8,4,12,5,3,3,2,0,0.29,0.14,0.43,0.18,0.32,Matches
90,Matteo Brighi,it ITA,MF,Sassuolo,33,1981,23,14,"1,237",13.7,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
91,Joshua Brillante,au AUS,"DF,MF",Fiorentina,21,1993,2,1,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
92,Joshua Brillante,au AUS,"DF,MF",Empoli,21,1993,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
93,Miguel Britos,uy URU,DF,Napoli,29,1985,19,17,"1,496",16.6,1,0,1,1,0,0,7,1,0.06,0,0.06,0.06,0.06,Matches
94,Davide Brivio,it ITA,DF,Hellas Verona,26,1988,13,12,"1,110",12.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
95,Željko Brkić,rs SRB,GK,Cagliari,28,1986,21,21,"1,890",21,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
96,Marcelo Brozović,hr CRO,MF,Inter,21,1992,15,13,"1,051",11.7,1,1,2,1,0,0,7,0,0.09,0.09,0.17,0.09,0.17,Matches
97,Igor Bubnjić,hr CRO,DF,Udinese,22,1992,6,5,383,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
98,Gianluigi Buffon,it ITA,GK,Juventus,36,1978,33,33,"2,970",33,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
99,Nicolás Burdisso,ar ARG,DF,Genoa,33,1981,30,30,"2,670",29.7,0,0,0,0,0,0,9,1,0,0,0,0,0,Matches
100,Rafael Cabral,br BRA,GK,Napoli,24,1990,23,23,"2,070",23,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Fabrizio Cacciatore,it ITA,DF,Sampdoria,27,1986,11,8,726,8.1,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
102,Martín Cáceres,uy URU,DF,Juventus,27,1987,10,10,787,8.7,1,0,1,1,0,0,1,0,0.11,0,0.11,0.11,0.11,Matches
103,Davide Calabria,it ITA,"DF,MF",Milan,17,1996,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
104,José Callejón,es ESP,"FW,MF",Napoli,27,1987,38,33,"2,966",33,11,3,14,11,0,0,1,0,0.33,0.09,0.42,0.33,0.42,Matches
105,Gaston Camara,gn GUI,"FW,MF",Inter,18,1996,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
106,Hugo Campagnaro,ar ARG,DF,Inter,34,1980,10,8,730,8.1,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
107,Gustavo Campanharo,br BRA,MF,Hellas Verona,22,1992,15,4,618,6.9,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
108,Lorik Cana,al ALB,"DF,MF",Lazio,31,1983,17,15,"1,339",14.9,0,0,0,0,0,0,7,1,0,0,0,0,0,Matches
109,Antonio Candreva,it ITA,"DF,FW",Lazio,27,1987,34,31,"2,642",29.4,10,10,20,8,2,3,6,0,0.34,0.34,0.68,0.27,0.61,Matches
110,Paolo Cannavaro,it ITA,DF,Sassuolo,33,1981,25,25,"2,100",23.3,0,0,0,0,0,0,8,1,0,0,0,0,0,Matches
111,Daniele Capelli,it ITA,DF,Cesena,28,1986,30,29,"2,496",27.7,0,0,0,0,0,0,11,0,0,0,0,0,0,Matches
112,Marco Capuano,it ITA,DF,Cagliari,22,1991,15,12,"1,131",12.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
113,Carlos Carbonero,co COL,MF,Cesena,24,1990,22,15,"1,408",15.6,3,2,5,3,0,0,7,0,0.19,0.13,0.32,0.19,0.32,Matches
114,Carlos Carmona,cl CHI,MF,Atalanta,27,1987,33,32,"2,809",31.2,0,0,0,0,0,0,12,1,0,0,0,0,0,Matches
115,Emmanuel Cascione,it ITA,MF,Cesena,30,1983,29,24,"2,185",24.3,1,1,2,0,1,2,8,0,0.04,0.04,0.08,0,0.04,Matches
116,Mattia Cassani,it ITA,DF,Parma,30,1983,18,13,"1,138",12.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
117,Antonio Cassano,it ITA,FW,Parma,32,1982,19,18,"1,638",18.2,5,2,7,4,1,1,1,0,0.27,0.11,0.38,0.22,0.33,Matches
118,Leandro Castán,br BRA,DF,Roma,27,1986,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
119,Danilo Cataldi,it ITA,MF,Lazio,19,1994,16,11,996,11.1,0,2,2,0,0,0,3,1,0,0.18,0.18,0,0.18,Matches
120,Riccardo Cazzola,it ITA,MF,Cesena,28,1985,5,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
121,Luca Ceppitelli,it ITA,DF,Cagliari,24,1989,25,22,"1,975",21.9,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
122,Alessio Cerci,it ITA,"FW,MF",Milan,27,1987,16,7,678,7.5,1,4,5,1,0,0,0,0,0.13,0.53,0.66,0.13,0.66,Matches
123,Boštjan Cesar,si SVN,DF,Chievo,32,1982,28,27,"2,440",27.1,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
124,Nicolò Cherubin,it ITA,DF,Atalanta,27,1986,13,10,"1,011",11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
125,Raman Chibsah,gh GHA,MF,Sassuolo,21,1993,8,3,258,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Giorgio Chiellini,it ITA,DF,Juventus,29,1984,28,27,"2,448",27.2,0,1,1,0,0,0,7,0,0,0.04,0.04,0,0.04,Matches
127,Ivaylo Chochev,bg BUL,MF,Palermo,21,1993,18,13,"1,094",12.2,3,0,3,3,0,0,4,0,0.25,0,0.25,0.25,0.25,Matches
128,Anders Christiansen,dk DEN,MF,Chievo,24,1990,4,2,236,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
129,Lazaros Christodoulopoulos,gr GRE,"FW,MF",Hellas Verona,27,1986,22,12,"1,257",14,1,5,6,1,0,0,3,0,0.07,0.36,0.43,0.07,0.43,Matches
130,Michaël Ciani,fr FRA,DF,Lazio,30,1984,12,9,870,9.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
131,Luca Cigarini,it ITA,MF,Atalanta,28,1986,33,30,"2,679",29.8,0,3,3,0,0,0,11,1,0,0.1,0.1,0,0.1,Matches
132,Andrea Coda,it ITA,DF,Sampdoria,29,1985,2,0,61,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
133,Massimo Coda,it ITA,FW,Parma,25,1988,18,9,862,9.6,2,3,5,2,0,0,2,0,0.21,0.31,0.52,0.21,0.52,Matches
134,Isaac Cofie,gh GHA,MF,Chievo,22,1991,18,8,923,10.3,0,1,1,0,0,0,2,1,0,0.1,0.1,0,0.1,Matches
135,Ashley Cole,eng ENG,DF,Roma,33,1980,11,11,990,11,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
136,Simone Colombi,it ITA,GK,Cagliari,23,1991,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
137,Kingsley Coman,fr FRA,"FW,MF",Juventus,18,1996,14,5,495,5.5,0,2,2,0,0,0,0,0,0,0.36,0.36,0,0.36,Matches
138,Andrea Consigli,it ITA,GK,Sassuolo,27,1987,35,35,"3,126",34.7,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
139,Daniele Conti,it ITA,MF,Cagliari,35,1979,18,17,"1,492",16.6,1,0,1,1,0,0,11,1,0.06,0,0.06,0.06,0.06,Matches
140,Duje Čop,hr CRO,FW,Cagliari,24,1990,16,9,812,9,4,0,4,4,0,0,1,0,0.44,0,0.44,0.44,0.44,Matches
141,Manuel Coppola,it ITA,MF,Cesena,32,1982,11,10,863,9.6,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
142,Joaquín Correa,ar ARG,"FW,MF",Sampdoria,19,1994,6,2,191,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
143,Andrea Cossu,it ITA,MF,Cagliari,34,1980,22,19,"1,591",17.7,2,2,4,1,1,2,5,1,0.11,0.11,0.23,0.06,0.17,Matches
144,Andrea Costa,it ITA,"DF,MF",Parma,28,1986,22,20,"1,795",19.9,1,0,1,1,0,0,4,0,0.05,0,0.05,0.05,0.05,Matches
145,Tino Costa,ar ARG,MF,Genoa,29,1985,6,2,231,2.6,2,1,3,2,0,0,4,0,0.78,0.39,1.17,0.78,1.17,Matches
146,Alessio Cragno,it ITA,GK,Cagliari,20,1994,14,14,"1,260",14,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
147,Lorenzo Crisetig,it ITA,MF,Cagliari,21,1993,28,26,"2,225",24.7,0,1,1,0,0,0,8,0,0,0.04,0.04,0,0.04,Matches
148,Daniele Croce,it ITA,MF,Empoli,31,1982,37,35,"2,963",32.9,1,2,3,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,Matches
149,Juan Cuadrado,co COL,"DF,FW",Fiorentina,26,1988,17,17,"1,441",16,4,4,8,4,0,0,5,0,0.25,0.25,0.5,0.25,0.5,Matches
150,Marco D'Alessandro,it ITA,"DF,FW",Atalanta,23,1991,25,9,982,10.9,0,1,1,0,0,0,6,0,0,0.09,0.09,0,0.09,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Danilo D'Ambrosio,it ITA,DF,Inter,25,1988,23,19,"1,681",18.7,0,2,2,0,0,0,7,0,0,0.11,0.11,0,0.11,Matches
152,Dario Dainelli,it ITA,DF,Chievo,35,1979,30,28,"2,443",27.1,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
153,Felipe dal Belo,br BRA,DF,Inter,30,1984,4,3,187,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
154,Felipe dal Belo,br BRA,DF,Parma,30,1984,11,11,928,10.3,1,0,1,1,0,0,2,2,0.1,0,0.1,0.1,0.1,Matches
155,Nicola Dalmonte,it ITA,"FW,MF",Cesena,16,1997,4,1,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
156,Guillermo Daniel Rodríguez,uy URU,DF,Hellas Verona,30,1984,13,11,"1,046",11.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
157,Fabio Daprelà,ch SUI,"DF,MF",Palermo,23,1991,22,11,"1,058",11.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
158,Matteo Darmian,it ITA,"DF,MF",Torino,24,1989,33,28,"2,568",28.5,2,1,3,2,0,0,2,0,0.07,0.04,0.11,0.07,0.11,Matches
159,Paolo De Ceglie,it ITA,DF,Parma,27,1986,11,11,746,8.3,3,0,3,3,0,0,3,0,0.36,0,0.36,0.36,0.36,Matches
160,Paolo De Ceglie,it ITA,DF,Juventus,27,1986,2,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
161,Giuseppe De Feudis,it ITA,MF,Cesena,31,1983,25,23,"1,906",21.2,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
162,Sebastien De Maio,fr FRA,DF,Genoa,27,1987,33,31,"2,789",31,1,1,2,1,0,0,9,0,0.03,0.03,0.06,0.03,0.06,Matches
163,Daniele De Rossi,it ITA,"DF,MF",Roma,31,1983,26,25,"2,148",23.9,2,0,2,2,0,0,12,1,0.08,0,0.08,0.08,0.08,Matches
164,Morgan De Sanctis,it ITA,GK,Roma,37,1977,35,35,"3,150",35,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
165,Mattia De Sciglio,it ITA,"DF,MF",Milan,21,1992,17,16,"1,308",14.5,0,0,0,0,0,0,3,2,0,0,0,0,0,Matches
166,Lorenzo De Silvestri,it ITA,"DF,MF",Sampdoria,26,1988,33,33,"2,928",32.5,4,3,7,4,0,0,8,0,0.12,0.09,0.22,0.12,0.22,Matches
167,Grégoire Defrel,mq MTQ,"FW,MF",Cesena,23,1991,34,31,"2,695",29.9,9,5,14,9,0,0,7,0,0.3,0.17,0.47,0.3,0.47,Matches
168,Cristiano Del Grosso,it ITA,DF,Atalanta,31,1983,13,9,721,8,0,1,1,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
169,Francesco Della Rocca,it ITA,MF,Palermo,26,1987,5,1,157,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
170,Germán Denis,ar ARG,FW,Atalanta,32,1981,32,27,"2,303",25.6,8,0,8,5,3,4,4,0,0.31,0,0.31,0.2,0.2,Matches
171,Daniele Dessena,it ITA,MF,Cagliari,27,1987,28,21,"1,911",21.2,1,2,3,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,Matches
172,Mattia Destro,it ITA,FW,Roma,23,1991,16,8,824,9.2,5,0,5,5,0,0,3,0,0.55,0,0.55,0.55,0.55,Matches
173,Mattia Destro,it ITA,FW,Milan,23,1991,15,11,838,9.3,3,0,3,3,0,0,2,0,0.32,0,0.32,0.32,0.32,Matches
174,Davide Di Molfetta,it ITA,"FW,MF",Milan,18,1996,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
175,Antonio Di Natale,it ITA,FW,Udinese,36,1977,33,27,"2,372",26.4,14,6,20,13,1,1,4,0,0.53,0.23,0.76,0.49,0.72,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Modibo Diakité,fr FRA,DF,Cagliari,27,1987,9,8,716,8,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
177,Alessandro Diamanti,it ITA,"FW,MF",Fiorentina,31,1983,11,9,670,7.4,2,0,2,2,0,1,4,0,0.27,0,0.27,0.27,0.27,Matches
178,Federico Dimarco,it ITA,"DF,MF",Inter,16,1997,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
179,Dodô,br BRA,DF,Inter,22,1992,20,16,"1,375",15.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
180,Maurizio Domizzi,it ITA,DF,Udinese,34,1980,11,10,802,8.9,0,0,0,0,0,0,2,2,0,0,0,0,0,Matches
181,Isaac Donkor,gh GHA,DF,Inter,18,1995,2,1,115,1.3,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
182,Godfred Donsah,gh GHA,MF,Cagliari,18,1996,21,13,"1,155",12.8,2,1,3,2,0,0,1,0,0.16,0.08,0.23,0.16,0.23,Matches
183,Seydou Doumbia,ci CIV,FW,Roma,26,1987,13,6,545,6.1,2,0,2,2,0,0,0,0,0.33,0,0.33,0.33,0.33,Matches
184,Boukary Dramé,sn SEN,"DF,MF",Atalanta,29,1985,29,27,"2,420",26.9,0,3,3,0,0,0,7,0,0,0.11,0.11,0,0.11,Matches
185,Alfred Duncan,gh GHA,MF,Sampdoria,21,1993,26,13,"1,337",14.9,1,2,3,1,0,0,3,0,0.07,0.13,0.2,0.07,0.2,Matches
186,Paulo Dybala,ar ARG,"FW,MF",Palermo,20,1993,34,34,"2,955",32.8,13,10,23,10,3,3,3,0,0.4,0.3,0.7,0.3,0.61,Matches
187,Edenílson,br BRA,"FW,MF",Genoa,24,1989,30,28,"2,467",27.4,0,4,4,0,0,0,3,0,0,0.15,0.15,0,0.15,Matches
188,Éder,it ITA,FW,Sampdoria,27,1986,30,28,"2,358",26.2,9,3,12,8,1,1,4,0,0.34,0.11,0.46,0.31,0.42,Matches
189,Ederson,br BRA,MF,Lazio,28,1986,4,0,72,0.8,1,0,1,1,0,0,1,0,1.25,0,1.25,1.25,1.25,Matches
190,Zé Eduardo,br BRA,MF,Cesena,22,1991,13,7,638,7.1,1,1,2,1,0,0,2,1,0.14,0.14,0.28,0.14,0.28,Matches
191,Albin Ekdal,se SWE,MF,Cagliari,25,1989,33,32,"2,683",29.8,5,1,6,5,0,0,7,0,0.17,0.03,0.2,0.17,0.2,Matches
192,Urby Emanuelson,nl NED,"DF,FW",Atalanta,28,1986,9,4,449,5,0,1,1,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches
193,Urby Emanuelson,nl NED,"DF,FW",Roma,28,1986,2,0,18,0.2,0,1,1,0,0,0,1,0,0,5,5,0,5,Matches
194,Michael Essien,gh GHA,"DF,MF",Milan,31,1982,13,7,682,7.6,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
195,Marcelo Estigarribia,py PAR,"DF,MF",Atalanta,26,1987,9,8,626,7,1,0,1,1,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches
196,Samuel Eto'o,cm CMR,FW,Sampdoria,33,1981,18,13,"1,226",13.6,2,3,5,2,0,0,1,0,0.15,0.22,0.37,0.15,0.37,Matches
197,Lucas Evangelista,br BRA,MF,Udinese,19,1995,4,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
198,Patrice Evra,fr FRA,DF,Juventus,33,1981,21,21,"1,792",19.9,1,2,3,1,0,0,4,0,0.05,0.1,0.15,0.05,0.15,Matches
199,Iago Falque,es ESP,"FW,MF",Genoa,24,1990,32,28,"2,334",25.9,13,3,16,11,2,2,6,0,0.5,0.12,0.62,0.42,0.54,Matches
200,Mohamed Fares,dz ALG,"DF,FW",Hellas Verona,18,1996,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
